t,I,u,I_nn,u_nn
0.33,0.7982711328807298,-1.270707620427944,0.8059869776031061,-1.2777032
0.34,0.7936274014530084,-1.258000544225151,0.8013114350593084,-1.2647736
0.35,0.7890638344092571,-1.2454205387843846,0.7967174372258471,-1.2520392
0.36,0.7845799707831077,-1.2329663333980447,0.7922038627813874,-1.2395047
0.37,0.7801753576590424,-1.2206366700655735,0.7877696380271204,-1.2271713
0.38,0.7758495501266446,-1.2084303033664354,0.783413656182846,-1.2150391
0.39,0.7716021112356581,-1.1963460003342972,0.7791348314287432,-1.2031051
0.4,0.7674326119518518,-1.1843825403324917,0.774932072921715,-1.1913669
0.41,0.7633406311136816,-1.1725387149307032,0.7708043346688227,-1.1798187
0.42,0.7593257553897496,-1.1608133277829504,0.7667505403810482,-1.1684544
0.43,0.7553875792370532,-1.1492051945066801,0.7627696220405007,-1.1572675
0.44,0.7515257048600217,-1.1377131425631808,0.7588605545008349,-1.1462498
0.45,0.7477397421703338,-1.126336011139124,0.7550222843077163,-1.1353928
0.46,0.7440293087475157,-1.1150726510293194,0.7512537662404271,-1.124687
0.47,0.7403940298003128,-1.1039219245206116,0.7475539953934525,-1.1141242
0.48,0.736833538128831,-1.0928827052770076,0.7439219525684281,-1.1036938
0.49,0.7333474740874469,-1.0819538782258442,0.7403571109342824,-1.0933872
0.5,0.7299354855484798,-1.0711343394452006,0.7368592033650135,-1.0831941
0.51,0.7265972278666223,-1.0604229960523706,0.7334279834973104,-1.0731059
0.52,0.7233323638441288,-1.0498187660934764,0.7300632684258902,-1.0631127
0.53,0.7201405636967546,-1.0393205784341784,0.7267649279794661,-1.0532062
0.54,0.7170215050204443,-1.0289273726514805,0.7235328656537582,-1.0433767
0.55,0.7139748727587657,-1.018638098926617,0.7203670952744996,-1.0336169
0.56,0.7110003591710864,-1.008451717939015,0.7172676254106812,-1.0239173
0.57,0.7080976638014885,-0.9983672007612788,0.7142345368273167,-1.0142723
0.58,0.7052664934484193,-0.9883835287553437,0.7112679630234168,-1.0046743
0.59,0.7025065621350753,-0.9784996934694692,0.7083680902319882,-0.99511564
0.6,0.6998175910805159,-0.9687146965364598,0.7055351407344744,-0.9855906
0.61,0.697199308671503,-0.9590275495727871,0.702769440004702,-0.97609365
0.62,0.6946514504350662,-0.9494372740787573,0.7000713153926111,-0.9666196
0.63,0.6921737590117872,-0.9399429013396743,0.697441164067509,-0.95716405
0.64,0.6897659841298054,-0.9305434723279882,0.6948794359326995,-0.94772184
0.65,0.6874278825795366,-0.9212380376064245,0.6923866336254831,-0.93828917
0.66,0.6851592181891067,-0.9120256572320828,0.6899632982812771,-0.9288633
0.67,0.6829597618004969,-0.90290540066149,0.6876100668968164,-0.9194404
0.68,0.6808292912463947,-0.8938763466566138,0.6853275856599251,-0.9100189
0.69,0.6787675913277544,-0.884937583191777,0.683116568144204,-0.9005952
0.7,0.6767744537920589,-0.8760882073616084,0.6809777806572502,-0.8911692
0.71,0.6748496773122844,-0.8673273252897417,0.6789120422406579,-0.88173807
0.72,0.6729930674665641,-0.8586540520385987,0.6769202130199615,-0.87230134
0.73,0.6712044367185498,-0.8500675115199721,0.6750032412538329,-0.8628578
0.74,0.6694836043984691,-0.8415668364065363,0.6731620920928085,-0.853408
0.75,0.6678303966848755,-0.8331511680442395,0.6713977953910931,-0.8439505
0.76,0.6662446465870907,-0.8248196563655701,0.6697110164678168,-0.83448577
0.77,0.6647261939283372,-0.8165714598036915,0.6681023449016976,-0.8250147
0.78,0.6632748853295584,-0.8084057452074358,0.6665726866982855,-0.81553745
0.79,0.6618905741939262,-0.8003216877571464,0.6651229263077244,-0.8060553
0.8,0.6605731206920329,-0.7923184708813639,0.6637539607141035,-0.7965679
0.81,0.6593223917477671,-0.784395286174347,0.6624666475803803,-0.78707814
