t,I,u,I_nn,u_nn
17.0,0.0034571323647403594,0.002904642504002255,0.0017999855666150418,0.003899393789470196
17.2,0.003084868411462179,0.002577664916610348,0.0015961066938136566,0.0036274085752666
17.4,0.002753337156062586,0.002281705631721832,0.0014156506114529884,0.0033726500580087307
17.6,0.0024580001868495364,0.002013465282515839,0.001256026027432242,0.0031339990440756083
17.8,0.002194835244027686,0.0017699398371807996,0.0011148261334091828,0.0029104409040883183
18.0,0.001960276167604896,0.001548390137460271,0.0009898162588067203,0.0027010335121303796
18.2,0.001751160001935865,0.0013463145462533942,0.0008789439234163565,0.002504936163313687
18.4,0.0015646803838210528,0.0011614251424237555,0.0007804441623814681,0.0023213611682876946
18.6,0.0013983464497421374,0.0009916285827923747,0.0006930470878008498,0.0021495822351425887
18.8,0.0012499465927737644,0.0008350143117029127,0.0006155923867251642,0.0019889311166480183
19.0,0.0011175164826962825,0.0006898566826610957,0.0005469864449187129,0.001838776026852429
19.2,0.000999310835358247,0.0005546482564230769,0.0004862093262323072,0.0016985303373076022
19.4,0.0008937784807155594,0.00042821484044706926,0.00043231214414614664,0.0015676410519517958
19.6,0.0007995403343283938,0.0003100821179996256,0.000384415919133113,0.0014455833588726819
19.8,0.0007153699252988528,0.00020174430827581095,0.0003418195133492881,0.0013318629353307188
20.0,0.0006401761538665318,0.00017901913020825297,0.00030399899952630416,0.0012260134331882001
