t,I,u,I_nn,u_nn
0.0,50.0,0.00011194136280173746,50.0,0.17351155132055282
0.2,50.358809151263806,0.17944751444634194,51.003284059447566,0.16770770698785784
0.4,49.528546738866524,0.1692483638121805,50.411302724161516,0.16291906535625458
0.6,47.860422882104444,0.15874360192580203,48.72106090205483,0.15606985688209535
0.8,45.625431920684356,0.1482316274211751,46.30861248923917,0.1456543430685997
1.0,43.03095853135823,0.1379117810465605,43.45412575628839,0.1323282703757286
1.2,40.234096278203864,0.12791545734818308,40.36459054144577,0.1178444892168045
1.4,37.352319607809335,0.11832723660888302,37.189676014292615,0.10379637926816941
1.6,34.47202424377991,0.10919924848518912,34.036441442677244,0.09112168774008751
1.8,31.655350464820206,0.10056096410748841,30.977844560253995,0.08017240092158318
2.0,28.94562340201931,0.09242590812699299,28.063727575388935,0.07094338908791542
2.2,26.371680032587353,0.08479629761199028,25.323555191590803,0.06326067745685578
2.4,23.951300695034178,0.07766628453077216,22.774319545128186,0.056895721703767776
2.6,21.69392114395528,0.07102425502449292,20.42329312885071,0.0516219187527895
2.8,19.602767393473997,0.06485448809784018,18.26927753155008,0.04723831750452519
3.0,17.67652828369067,0.05913837536825682,16.30757058405304,0.043576093018054964
3.2,15.910658588650634,0.05385533606133107,14.530068414498524,0.04049737975001335
3.4,14.298387566600494,0.04898351657125961,12.92597362369916,0.03789114095270634
3.6,12.83149333237575,0.04450033419005268,11.483691983340941,0.03566871285438538
3.8,11.500891663591364,0.040382905022894024,10.190914262045418,0.033759362250566485
4.0,10.297078317510518,0.03660838326199473,9.034690755303949,0.03210664205253124
4.2,9.21045621408414,0.03315423060905345,8.002847418145318,0.0306654442101717
4.4,8.231572592377393,0.02999842918920811,7.084069727126878,0.029399485141038895
4.6,7.3512861962028095,0.027119647766095028,6.2671472820734175,0.0282795924693346
4.8,6.560880465762498,0.024497368769369903,5.541624068068826,0.027282142639160158
5.0,5.85213542283686,0.02211198213425358,4.89802711388597,0.026387902535498144
5.2,5.217368288888798,0.019944850933863736,4.327737933699182,0.025581199675798416
5.4,4.649450747339379,0.017978353069630942,3.8227827676290316,0.02484913095831871
5.6,4.141809054646276,0.016195902752644906,3.3759704891960483,0.024181130155920983
5.8,3.6884118394264513,0.014581955084745067,2.9808232749551213,0.02356835771352053
6.0,3.2837493393879087,0.013121996687904336,2.631569540006256,0.023003583401441575
6.2,2.922806959131018,0.011802525008496791,2.322988039793011,0.02248066831380129
6.4,2.6010353447469123,0.01061101862591107,2.0504607453029844,0.02199451792985201
6.6,2.314318628487412,0.009535900616461705,1.8098450390921466,0.021540882624685766
6.8,2.0589420701333596,0.008566496761532157,1.5974299465338555,0.021116096153855325
7.0,1.8315599879675577,0.007692990143355488,1.4099206900732817,0.02071712426841259
7.2,1.6291646127844788,0.006906373443680089,1.2444230091475301,0.020341326668858527
7.4,1.449056298044403,0.006198400050790572,1.0984160546847028,0.019986468739807608
7.6,1.2888153659232886,0.005561534889748634,0.9696184406650978,0.019650639407336714
7.8,1.1462757528115364,0.004988905719638468,0.8559806987178313,0.019332167319953443
8.0,1.0195005308906862,0.004474255489944074,0.7556853266913253,0.01902964934706688
8.2,0.9067593184450472,0.004011896215417643,0.6671645663106829,0.018741787970066072
8.4,0.8065075454891003,0.0035966647140153393,0.5890779575539133,0.018467547185719014
8.6,0.7173675090784072,0.0032238804545090083,0.5202077826468167,0.018205922842025758
8.8,0.6381111311155262,0.0028893056778680126,0.45945274530612823,0.017956080101430415
9.0,0.5676443180229858,0.0025891078879658165,0.4058258601236203,0.017717272974550724
9.2,0.5049928143281235,0.002319824751099659,0.358465464349977,0.01748882420361042
9.4,0.44928943941514665,0.0020783313987032767,0.3166611546577283,0.017270130291581153
9.6,0.39976259721745877,0.0018618100920451994,0.27977980768914157,0.01706066317856312
9.8,0.3557259514923668,0.0016677221802617217,0.24724274305526328,0.016859924979507925
10.0,0.31656916380345607,0.0014937822625047373,0.21852463291458082,0.016667451336979867
10.2,0.28174959686921447,0.0013379344501282667,0.19315431834939598,0.016482851654291152
10.4,0.25078489209305893,0.0011983306146295086,0.17073136173114298,0.016305723600089552
10.6,0.22324633655048365,0.001073310500554432,0.15092886697640542,0.016135755367577078
10.8,0.19875294123885787,0.0009613835789165535,0.1334497255381971,0.015972610004246237
11.0,0.1769661588252896,0.0008612125151045391,0.11802108869594324,0.015815979056060313
11.2,0.1575851753395875,0.0007715981251126784,0.10439476877472327,0.015665597654879095
11.4,0.14034271617338576,0.0006914656946694481,0.09234720620133816,0.015521175786852836
11.6,0.1250013123132086,0.000619852537074597,0.08168930207604919,0.015382480435073375
11.8,0.11134997792725825,0.0005558966671149501,0.07226942176648732,0.015249291993677616
12.0,0.09920125523212414,0.0004988264704916542,0.06394890260562264,0.015121360681951046
12.2,0.08838858698755542,0.00044795125144530607,0.056600048431590645,0.014998500421643258
12.4,0.07876398101461089,0.00040265254708943217,0.05010607848064752,0.014880494959652425
12.6,0.07019593482040594,0.00036237610755415533,0.04436110028928207,0.014767168276011945
12.8,0.06256759176065765,0.00032662445928671974,0.039273455720457526,0.014658334292471408
13.0,0.05577510320087504,0.0002949499976572699,0.034771844523778316,0.014553813636302948
13.2,0.04972617387103106,0.0002669485956448989,0.030792024440664444,0.014453433640301229
13.4,0.04433877006985183,0.00024225376479129,0.027274535029076317,0.01435705851763487
13.6,0.03953997258604792,0.0002205314531086721,0.02416468425211151,0.014264527335762977
13.8,0.0352649581867258,0.0002014755964692982,0.021412610943656752,0.01417568251490593
14.0,0.03145609529861909,0.00018480453829897172,0.018973560490583144,0.01409037820994854
14.2,0.028062141095194313,0.00017025838626631655,0.016812366099380704,0.014008517190814019
14.4,0.025037528620325673,0.00015759728582118282,0.01489948896707038,0.0139299301430583
14.6,0.022341733843920797,0.00014660047764728464,0.013207384028051451,0.013854503072798252
14.8,0.019938713672090276,0.0001370659035875756,0.011710596236858472,0.013782129529863596
15.0,0.017796406938330116,0.0001288100705806288,0.010385711397460598,0.013712672889232636
15.2,0.015886291295598706,0.00012166789529175876,0.009211387478160016,0.013646040949970484
15.4,0.014182989723798828,0.00011549232558185348,0.008169276481750977,0.013582113012671471
15.6,0.012663921073570119,0.00011015363811933048,0.00724550624624297,0.013520790170878172
15.8,0.011308989694977789,0.00010553840904586962,0.00642742342868063,0.013461978547275067
16.0,0.010100309757207718,0.0001015482229587664,0.005703233003271058,0.013405560795217753
16.2,0.009021960360427019,9.809821785250709e-5,0.0050620209981962,0.013351468183100224
16.4,0.008059767980428224,9.511556617563793e-5,0.004493764068819215,0.013299604319036007
16.6,0.00720111317669767,9.253797623766529e-5,0.003989310092486994,0.013249881193041801
16.8,0.006434758840634771,9.031227469601166e-5,0.0035412565346759762,0.013202219177037478
17.0,0.005750697567702295,8.839310730162266e-5,0.0031438264180938596,0.013156538642942906
17.2,0.005140016009681114,8.674177543953795e-5,0.0027916134208376287,0.013112756609916688
17.4,0.004594774304826209,8.532521155030397e-5,0.0024795767832243225,0.013070807699114085
17.6,0.004107898898038329,8.411508698591977e-5,0.0022030342435370607,0.013030613120645285
17.8,0.0036730872532551835,8.308704028669294e-5,0.0019576818793315773,0.012992115039378405
18.0,0.0032847231288630737,8.22200111690186e-5,0.0017395894636626438,0.012955232989042997
18.2,0.0029378012364650393,8.149566471991639e-5,0.0015456860406860274,0.012919906619936227
18.4,0.0026278602359708055,8.089789065101025e-5,0.001373542946652185,0.01288609066978097
18.6,0.0023509231376128152,8.041236344020718e-5,0.0012208563372301693,0.012853716406971217
18.8,0.002103444285839292,8.00261504341675e-5,0.0010854774784131473,0.012822723481804132
19.0,0.0018822621925964353,7.972735628791858e-5,0.000965400777446485,0.012793067470192909
19.2,0.0016845575696240599,7.950479336785698e-5,0.0008587734317370589,0.012764678802341223
19.4,0.0015078159822363379,7.934766889828337e-5,0.0007638979378436837,0.012737513054162264
19.6,0.0013497946116928106,7.924528069557657e-5,0.000679518208479069,0.012711540050804616
19.8,0.0012084926706151349,7.918671435084003e-5,0.0006045516396426266,0.012686682678759099
20.0,0.0010821250493176162,0.0001119534856457382,0.0005379348588488103,0.012662925012409688
